"RegionName","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01"
"Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",1,1277000,1237000,1375000,1297000,1249900,1249900,1149000,1175000,1175000,1179000,1177000,1095000,999999,1099000,1092500,1080000,1108750,1120000,1152500,1099000,1075000,1022000,999000,995000,978500,995000,1058455,1075000,1099000,1200000,1199000,1250000,1222000,1200000,1192450,1144642.5,1200000,1195000,1299000,1437000,1400000,1495000,1499000,1495000,1549000,1537000,1595000,1599000,1499000,1495000,1498000,1496500,1512500,1595000,1569950,1499000,1499000,1595000,1649000,1599000,1495000,1639000,1699500,1795000,1899000,1799000,1699000,1749000,1735000,1714500,1795000,1849500,1995000,1999000,1977000,2049500,2074000,2150000,2089000,2095000,2147497.5,2295000,2200000,2125000,2196000,2325000,2249000,2288000,2299499.5,2200000,2099475,1999000,1999000,2199000,2200000,2299499.5,2297000,2199000,2157475,2149000,2159000,2182500,2125000,1999890,1999000,1999000,2165000,2072500,2100000
"Chicago","IL","Chicago-Naperville-Elgin","Cook County",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810000,819947.5,849000,849499.5,775000,749000,749000,729500,739000,774995,799947.5,849995,849900,863995,850000,850000,849000,863995,875000,875000,868995,840000,839497.5,875000,849900,875000,875000,869995,867995,847662.5,849000,834497.5,839500,799900,847000
"Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",3,504999.5,505000,499000,489000,494200,489950,480000,472000,450000,425000,435000,429900,437500,437750,445000,429450,437500,436900,435000,425000,4e+05,409900,399999.5,449250,434949.5,439700,448800,453752,449900,469500,449643,412170,430133,399900,435500,434933,439500,459900,475000,463995,463995,495000,519387.5,475990,478945,495000,486445,489990,519000,559000,559000,6e+05,599900,579000,579000,619000,606067,669947.5,699990,665000,7e+05,719000,692000,676500,673000,640000,653265,647884,637525,649649,685945,669945,699000,750000,699000,705990,682500,651450,649950,629900,620000,615450,599500,586990,599556,619450,649900,674950,689000,652500,632585,599949.5,632256,649945,675000,649900,645011,637450,646000,649950,645000,669900,658705.5,625000,624585.5,632450,621723.5,599000,595000
"San Antonio","TX","San Antonio-New Braunfels","Bexar County",4,314000,319900,319353.5,319000,325000,339777,334863.5,330000,324900,328450,333950,325115,319300,317500,315000,320246.5,324900,317750,332950.5,335000,329418.5,324498.5,320275.5,315000,324796.5,314000,317701.5,319950,319925,327958.5,323200,315000,329450,330678,339000,329999,339450,349450,354900,360300,362757.5,365521.5,368500,359945,363147,359400,359850,359999,359450,369889.5,355000,369700,369990,362995,365000,374999.5,375000,370150,365000,370050,364950,364900,364900,365350,354950,355990,360911,349995,343900,340495,348490,335000,349990,359900,373495,374883.5,384308.5,375000,379000,375490,379000,374990,369945,370000,366450,365000,369900,374500,384650,379900,390495,379825,384500,369999,355135,353200,349900,345853,347803,341982.5,348500,347000,349700,341999.5,347900,343000,346450,335000,329000
"Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280784,299900,290000,299000,299900,289000,289000,279450,249900,274900,295000,299950,3e+05,299900,275000,260000,279000,264800,274950,275000,270000,269900,279990,295000,315000,299699.5,290950,289450,278000,277000,285500,265000,272500,3e+05,3e+05,324950,325000,304000,314900,322400,339450,349900,350000,350000,349950,349900,350000,366000,399950,399900,374949.5,359949.5,354450,362900,330000,329900,330000,349250,380450,394450,409900,425000,454500,424900,425000,463750,419900,437400,412400
"Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",6,359450,352900,340000,339900,313900,299999,299900,282500,289900,289900,289900,275000,275000,274825,267000,255000,252100,255000,254900,255000,256137,255000,255000,254900,254900,256500,255000,264900,276353,283487.5,275000,275000,270800,279000,285000,291000,299000,299000,299000,3e+05,3e+05,309990,328640,340000,340000,350000,360000,359900,350000,350000,359995,369000,374000,375000,374900,375000,375000,376432.5,379900,380000,369999.5,379975,389925,389500,399000,395000,399999.5,399999,399999,399000,399000,399900,399000,399900,399999,399900,402500,419450,419000,424900,425000,425000,429250,433000,439000,433000,429900,439900,449894,449900,465000,469900,475000,479499.5,485950,498500,5e+05,524999,5e+05,509990,525000,524900,515000,530000,519000,499999,510499.5,508750,509000
"San Diego","CA","San Diego-Carlsbad","San Diego County",7,1099700,1083950,999950,1050000,1020950,977000,975000,985000,929000,921000,921000,922999,899000,890422.5,896175,899000,896175,899000,872438,849888,799995,794000,791500,789000,802250.5,815388,850000,854500,915000,899995,899500,929995,929995,944000,975000,972900,1054950,1100000,1199499.5,1229000,1249500,1247000,1280935,1289000,1310960,1292800,1259000,1275400,1260990,1299000,1295000,1325000,1299050,1289995,1250000,1299900,1299000,1312497.5,1299500,1248900,1294262.5,1367462.5,1445000,1449944,1498000,1377000,1417495,1424500,1394000,1474900,1482900,1499000,1450000,1487500,1495000,1450000,1399000,1422500,1399000,1375000,1384000,1349000,1379999,1485000,1450000,1410000,1449900,1485000,1449900,1498000,1495000,1499000,1520000,1575000,1515000,1543162,1570000,1572500,1595000,1575000,1695000,1695000,1549500,1700000,1795000,1699000,1695000,1738000,1749000
"Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010000,995000,935000,965480,965480,899900,962000,977000,999900,925000,921000,921000,915000,922000,1024975,925000,917500,962000,949000,899000,899000,897000,925000,932450,925000,849000,899000,999000,1075000,1109500,1175000,1195000,1175000,1160000,1112500,1098444,1112500,1099000,1170999,1225000,1299000,1370000,1299000,1395000,1350000,1375000,1395000,1399500,1396000,1362500,1339000,1380000,1392000,1395000,1399000,1350000,1350000,1385000,1349000,1299000,1286500,1259000
"San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",9,850000,785900,875000,868000,849950,849000,849000,889950,889500,837000,845000,799995,799888,819250,799999,835000,862500,899000,865000,819000,799000,790400,749444,699286,749444,799900,799900,799950,858200,866400,899500,875000,868975,8e+05,836500,828888,848500,899000,899000,947950,9e+05,9e+05,978000,9e+05,899000,924000,990000,922500,947500,960000,1098000,1053500,1083500,1165000,1199000,1144500,1095500,1049000,999444,1083944,1059444,1183900,1198900,1264944,1199000,1162700,1165000,1198898,1198949,1138000,1144000,1099444,1099000,1227000,1250000,1348000,1358888,1349000,1449000,1449000,1385000,1349000,1331500,1325000,1275000,1299000,1396500,1398000,1485000,1391944,1365000,1425000,1396500,1388000,1344499.5,1350000,1425000,1498975,1536500,1497777,1475000,1385000,1397500,1398000,1370000,1344499.5,1399889.5,1381500,1339999
"Austin","TX","Austin-Round Rock","Travis County",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728687,765000,765000,809450,7e+05,699000,736495,759000,754500,705245,645000,659900,610567.5,606745,612045,634990,739000,798999.5,744450,798999,737000,744500,694990,672990,618170
"Jacksonville","FL","Jacksonville","Duval County",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425000,425000,419990,425000,416500,399900,394000,385000,379000,379500,389990,430000,439000,426689,444900,449900,449900,449900,454950,439000,389450,380495,381990,389900,399990,4e+05,415000,399990,415000,399000,399000,393990,384000,390000,389900
"Charlotte","NC","Charlotte-Concord-Gastonia","Mecklenburg County",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615000,649000,665000,624950,604950,599900,614000,599900,585920,554900,578950,579000,599950,635499,635000,599900,575000,559250,550000,549999,549949.5,549337.5,549000,585000,629900,650000,640000,614500,598500,599000,599950,585000,572400,574900,589500
"Fort Worth","TX","Dallas-Fort Worth-Arlington","Tarrant County",13,232565,225500,230812.5,236990,235000,235000,228500,237636,236975,239000,236975,231925,228000,221950,224000,219994.5,219990,224900,229793.5,225222,232317.5,229900,228713,224900,224900,228055,224990,229945,229000,227657.5,227815,225625,225000,229900,235000,239185,227450,233750,239900,249900,253550,259250,259750,255000,264890,249900,250000,255500,259000,268950,275000,263780,265000,264775,274000,266948.5,265990,274900,274950,292900,289000,284450,290000,288495,288495,294950,289990,289000,284900,287450,281000,282000,289990,331709,329990,335000,339500,335000,324900,315000,325300,344950,334300,329990,329990,335957,337900,333995,332506,329250,319990,317567.5,324053,322000,314999,325000,325000,338115,342950,344450,334900,329000,329700,329999,324950,324900,324900,323000,321000
"El Paso","TX","El Paso","El Paso County",14,309950,302450,289750,319000,325000,330000,319750,338000,349000,339450,341450,351950,351950,340000,334925,349925,354000,359500,354000,349450,351400,349450,339500,329999,329900,325000,339450,349700,349900,349900,352600,350000,349500,336312.5,338625,339900,344000,328499.5,319900,329450,329900,324600,330000,326450,318000,298000,299000,299000,299900,289000,299000,305000,319300,322400,329900,329900,325000,325000,348000,350000,355000,350000,357000,344900,358777,358777,349900,339475,352000,328900,328900,330000,309450,315000,312450,309900,309500,299000,299900,289000,288800,299999.5,3e+05,3e+05,3e+05,301430,307500,317500,305000,329135,310000,315000,315000,299995,307350,298450,310000,308527,299950,295000,295000,299000,3e+05,299949.5,295000,290000,299974,297225.5,299999.5
"Orlando","FL","Orlando-Kissimmee-Sanford","Orange County",15,315000,316000,300997.5,287500,289900,285000,280000,279000,279500,272500,279950,276000,279250,274950,272245,261000,270000,272500,280000,275000,269000,280000,266079.5,260995,259450,266129.5,271920,276495,289000,295000,295245,302250,304995,3e+05,319750,324990,316580,333990,350000,350000,359900,371653,361945,359994.5,364750,341990,342865,349000,349500,349900,348000,345990,349995,349900,352990,349900,348495,349900,349900,349450,346045,343814.5,345545,345000,354990,367445,369900,375000,378800,384490,380000,389000,395000,399000,395990,399000,386990,394000,391336.5,385800,399500,409000,4e+05,388990,399900,399999,414990,424445,435990,426990,439900,429995,449900,445351,450000,432500,432500,430990,449900,450000,455000,449000,434900,445000,449000,446410,439999,441945,438690
"Denver","CO","Denver-Aurora-Lakewood","Denver County",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1090000,1077000,1095000,990000,1082500,997450,975000,975000,975000,985000,1e+06,955000,985000,975000,1e+06,957450,985000,957500,1e+06,1e+06,1037500
"Memphis","TN","Memphis","Shelby County",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499900,504000,459000,419000,425000,425000,459000,452500,409999.5,425000,363400,425000,399450,449000,397500,374900,377500,399000,439900,369900,332500
"Washington","DC","Washington-Arlington-Alexandria","District of Columbia",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1499499.5,1514499.5,1559000,1399000,1597000,1690000,1549000,1595000,1499900,1495000,1418500,1399900,1397450,1375000,1475000,1675000,1849500,1842500,1795000,1600000,1625000,1600000,1587000,1600000,1600000,1745000,1699500,1795000,1795000,1795000,1796000,1797000,1667500,1687500,1792500,1847000,1847450,1849900,1897000,1799000,1895000,1800000,1697000,1672500,1697000,1750000,1650000,1590000,1637500,1495000
"Nashville","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680000,695000,664500,719450,749900,731950,719950,749900,799400,897450,844450,810000,749900,774900,801358,745000,747450,749900,729900,749900,789900,794850,799250,825000,899000,847900,847900,875000,899000,899450,812450,899000,850000,850000,875000,869900,849450,854950,895000,824900,799000,759900,759900
"Portland","OR","Portland-Vancouver-Hillsboro","Multnomah County",20,474999,469000,477000,474750,475000,475000,487442.5,497000,479900,477450,472450,469000,454500,429900,422450,429900,445000,444000,452500,447950,454950,449700,449250,415000,439000,465000,449000,464000,489900,499000,492000,499900,499900,449000,448500,445000,470450,534475,499950,519500,499900,547000,525000,549000,549975,534475,582447.5,574995,539747.5,574995,560000,559475,574900,614974.5,586447.5,589900,569947.5,550000,549900,549450,549000,597450,557450,595900,599999.5,619450,599900,615000,599450,615000,615000,608500,639000,679000,699000,699250,699000,699000,675000,682000,699950,689997.5,682497.5,685000,697450,669500,679950,699700,729947.5,729900,727450,749000,735000,735000,724999,712450,725000,719900,749450,737450,718000,725050,699900,727000,772400,765000,722425,709975,709975
"Sacramento","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414000,382827,370995,375000,395810.5,396139,399900,423944,467500,445000,425000,402929,385000,420000,417450,472500,429745,439990,419995,420000,416200,412900,444949.5,439450,432500,424950,429000,405792,439000,419950,449950,463990,463990,450000,449000,466950,444000,456990,457995,467995,470995,449450,469500,512450,499900,499400,483500,459950,455000,449900,449900,449900,469425,475000,472450,477000,477000,469000,489500,511492.5,505000,522990,521990,513000
"Fresno","CA","Fresno","Fresno County",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390990,390000,411900,406400,364950,359499.5,352000,349975,369900,342450,359900,347950,375000,389950,399950,364975,367450,399700,399700,372450,365000,369000,370000,376500,369000,372475,375000,377499,368000,368000,380200,380175,377475,377000,359500,350000,389500,399900,406000,437000,432450,439900,395400,398200,399900,395200,391695,399500,407900,407900,442450,442475,437450,415000,413725,419200,426700,414900,403190
"Omaha","NE","Omaha-Council Bluffs","Douglas County",23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469900,464000,464500,449900,430000,425000,425000,425000,429900,431100,439450,454955,468797.5,465000,455657.5,462000,456250,462000,454900,445052,450000,462000,454695,454999,460000,469950,463597.5,462295,461097.5,478075,475000,475181.5,475000,475181.5,475000,467534.5,469900,473256.5,475000,461697.5,450000,446947.5,469900,469900,447950,455000,452500,450000
"Albuquerque","NM","Albuquerque","Bernalillo County",24,399000,414700,399000,379000,385900,368750,366500,368000,369700,364900,364950,354000,361475,349000,329500,329000,335000,329000,341000,335000,327000,339000,359900,361900,394450,375000,424950,450000,420000,435000,399000,399000,399000,425000,399900,359940,342000,369000,367000,388000,399450,399900,389900,367450,375000,409000,427500,367000,325315,350000,359900,382250,388500,369950,367000,366950,392495,395000,389945,389900,390445,392995,398750,379900,387450,400495,395000,391858,393995,393990,393990,380000,390995,395500,396000,416256,422000,403990,403990,399000,395000,394495,388450,388450,377000,372377.5,379000,360122.5,372500,363995,387000,367000,363990,349900,337500,346990,348490,365000,359999,359499.5,375000,375000,375995,375000,359900,349900,351500,347990,345000
"Oklahoma City","OK","Oklahoma City","Oklahoma County",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475000,482000,454925,465000,465000,489900,465000,499950,510000,484450,471950,556485,519800,497450,522900,472000,479950,474900,504864,523450,522900,544900,522900
"Raleigh","NC","Raleigh","Wake County",26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649990,645990,632500,645990,613995,635495,639900,661995,689995,672495,675000,669850,651120,630000,624995,628750,633990,629250,654460,648000,671226,645000,627350,627350,639870,653730.5,672000,659990,649450,644350,633845,627990,639700,659990
"Atlanta","GA","Atlanta-Sandy Springs-Roswell","Fulton County",27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200000,1150000,1275000,1249500,1249000,1250000,1199350,1149900,1150000,1185000,1140000,1199900,1249450,1295000,1285000,1250000,1249000,1199000,1099000,1125000,1109000,1100000,1090000,1096750,1055319,1098500,1199000,1195000,1195000,1185061,1250000,1219500,1164407.5,1128750,1019499.5
"Kansas City","MO","Kansas City","Jackson County",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3e+05,295000,335000,349950,344900,329950,350975,359950,363950,359950,359925,364475,375000,364000,359000,358250,367095,393882.5,383490,384950,399925,399950,398952,394500,389725,391510,398952,419900,419067.5,405653,411407.5,410803.5,399900,416017.5,429700,429900,415328.5,398976,410286,405000,402250,410000,420000
"Colorado Springs","CO","Colorado Springs","El Paso County",29,359900,355000,354900,350000,349000,349900,349900,349900,335000,329000,328225,325000,316300,320000,320000,330000,339900,345000,354900,349950,349999.5,350000,339950,334500,330000,330450,340000,349900,355000,349900,349900,347000,342000,349000,340900,349900,350000,339900,349000,349900,364900,360000,355000,365000,370000,359900,372000,365000,359500,374950,375000,379000,375000,369950,364900,369900,369950,370000,369900,370000,375000,374900,379950,389900,385000,399000,379950,375900,374950,374350.5,379900,385625,388950,4e+05,409900,409900,418000,400950,399000,399000,399900,424900,440000,444577,442000,460000,451034,459900,456432.5,450000,435000,424500,428500,419450,419950,404700,419950,430000,450000,450000,447000,439000,425000,432000,425000,427350,435000,435000,429000
"Virginia Beach","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City",30,622625,595000,599000,599000,589950,589975,599000,599000,589950,599000,599900,599000,599900,599000,597500,598250,589000,589900,579947.5,583900,577000,573950,569900,588900,599900,599900,584765,585000,569950,565950,571400,590900,617450,599900,599000,590900,579900,596000,592400,594950,590000,599000,595000,580000,579900,581900,589700,589450,576900,569900,569900,569900,579000,579000,565000,550950,549900,549900,551900,549900,550000,563250,549000,549900,549900,575000,554900,588250,597000,582700,590000,579900,581300,595000,615000,613900,598250,599500,599000,594202.5,592702.5,589000,582400,597985,596700,6e+05,606812.5,620000,630000,649900,631250,629900,629900,616400,622399.5,614950,614950,630000,630200,630200,627000,615000,604500,598485,6e+05,6e+05,620000,625000,624900
"Honolulu","HI","Urban Honolulu","Honolulu County",31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1928000,1881500,1888000,1792000,1725000,1635000,1584000,1620000,1698000,1795000,1681500,1610000,1550000,1589000,1584000,1450000,1499000,1599000,1675000,1715000,1550000,1590000,1500000,1499000,1498000,1474000,1445000,1460000,1514500,1450000,1450000,1425000,1450000,1492500
"Arlington","TX","Dallas-Fort Worth-Arlington","Tarrant County",32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372500,435000,4e+05,389500,367495,369900,374995,382450,349000,384900,359900,385000,389900,433822.5,459000,398000,389000,375000,370690,375000,357000,369000,362500,399500,379000,375000,367200,353750,376950,392450,369900,399900,421990
"Wichita","KS","Wichita","Sedgwick County",33,274950,295000,289900,285000,269500,269000,279400,267135,264900,269900,269950,264900,259000,259450,264900,269900,265000,265000,264900,267135,257900,259900,264900,259900,259900,266000,265000,278000,279900,279900,279900,274950,275950,279000,275000,279899.5,265000,259900,259900,270000,279900,279900,287000,289900,289000,279000,269900,269450,269900,279950,285000,279900,290000,289505.5,295000,294950,296834,289900,284900,279900,279900,285000,287450,296000,307878.5,306022.5,304750,299900,299900,289900,285900,289000,295000,295000,295000,302450,299999.5,3e+05,302500,310000,308000,299900,319900,314900,319900,329450,325000,325000,329450,339000,329900,329336,329900,334950,339900,330000,338250,338250,339900,348700,349800,349900,349900,335000,335000,339900,327000,325000,325000
"Knoxville","TN","Knoxville","Knox County",34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549500,549000,516250,467450,490000,487500,549500,549500,483250,499000,547250,549500,559900,577450,579900,574950,599900,599450,549000,547500,585000,599000,624950,614450,573268.5,533376,529500,450000,488500,538500,525000,574450,569900,579000,609500,619000,586750,575000,549450,549900,499000,549000,568500,534000,558950,499900,499900,479000,485000,469900,487500
"Tampa","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599990,620950,575000,489450,477000,481000,544995,584995,649450,609900,599000,599900,624950,642450,650000,640000,640000,609000,599999,589350,614050,644950,599900,675000,675000,604950,619900,625000,598000,577000,599990,635000,650000,7e+05,697250,679500,649900,649000,649000,669000,685000,649900,646950,649500,662500,675000,625000,632450
"Aurora","CO","Denver-Aurora-Lakewood","Arapahoe County",36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437475,466425,508442,485000,479000,472000,454900,439950,445000,459900,471950,508950,479925,533950,514900,525000,504900,522425,524900,514925,514925,503450,508425,515900,495000,536550,530100,557900,557957,552007,554507,558450,555000,574950,572050,585000,579236.5,583473,599999,590000,606615.5,599900,617075,6e+05,590000,585905,585905,594450,590950,585905,584525,608450,614950,615200,615050,598475,599900,599900,611500
"Riverside","CA","Riverside-San Bernardino-Ontario","Riverside County",37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535950,538000,524000,549900,537000,520000,525000,525000,497000,499000,529000,520000,509000,499999,505000,505826,499495,519000,535000,524950,539400,534900,539000,544900,530000,539900,544900,553088,564500,559000,550000,574950,575000,588000,577450,579990,559995,575495,579900,577745,579444,582485,599940,607640,594190,605000,617190,638000,640000,602475.5,623790,650295,653295,649000,639900,644294,636930,636900,620000,624900,639999,644500,668995,639000
"Bakersfield","CA","Bakersfield","Kern County",38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355000,340000,350000,349900,349700,349500,327000,329500,325000,333000,337450,336450,333250,344950,343749.5,334941,342000,349950,352425,355445,350000,359000,360000,375000,355000,350000,356000,357000,351990,349990,358500,367000,364900,357400,354000,349900,350000,355000,355000,354950,350000,359900,389000,389450,379999,373775,379950,379900,379450,360000,364387.5,373650,369950,374900,378450,378900,376950,389900,397000,375499.5,381000,367000,362475,364725,362425,356500,349900,349995
"Pittsburgh","PA","Pittsburgh","Allegheny County",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e+05,399900,429000,449000,467750,449000,489000,479000,464450,442950,449450,447950,477000,504450,499000,525000,499900,479500,437000,408500,408500,416450,424900,495750,497750,514995,5e+05,499950,515000,499000,479000,482500,465000,449950,434900
"Anaheim","CA","Los Angeles-Long Beach-Anaheim","Orange County",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675000,675000,675000,689000,690000,699900,799000,769500,749000,807499.5,827450,807490,760000,839900,770000,839000,799500,732394,770000,879500,824499.5,952500,880000,874999.5,9e+05,875000,850000,795000,855000,817000,835000,805000,850000,860000,835000,927000,914450,939000,976950,954000,999999,899000,899000,892000,895000,914000,949000,949999,1062500,1049999.5,999000,1020000,1089999,939500,911529,874450,936999.5,903997,949000,924009.5,949000,1049900,1050000,949000,967000,985000,982000,949999,949999,977000
"Columbia","SC","Columbia","Richland County",41,437500,397450,377950,357500,336000,337500,324500,329450,305900,332000,299900,275000,262450,260000,271140,262900,260000,255000,252500,257400,250000,250000,249900,257635,258672,257749,257000,254950,268900,267785,265335,259000,262820.5,262377,264950,263357,265000,276503,279900,292134,292134,304514,308990,303476,300170,298450,299900,301407.5,304405,304945,309495,306952.5,305340,309810,301950,311810,311842.5,323267,322880,333335,311875,318000,324500,339000,349000,329900,329450,330000,325400,325259,323000,318579.5,314735,312570,298963.5,310575,310207.5,321900,314990,317000,303700,284900,280827.5,279945,272900,285000,290000,294237,295950,3e+05,299900,299900,304450,299900,315000,299000,299900,319900,332400,338900,331450,328900,317400,312400,313700,310945,319900,314564,313400
"Marietta","GA","Atlanta-Sandy Springs-Roswell","Cobb County",42,579835,549900,529500,544450,550000,548450,524000,524450,499450,499000,495000,486200,484900,450000,469000,459850,459250,465000,466500,479900,489450,475000,450000,430000,429950,450000,460000,469900,475000,479900,469500,467250,464900,465000,469500,464425,469500,469500,485000,505000,499900,522322.5,519900,525000,519900,489900,499900,499900,521016,529900,539900,579900,575000,574675,563995,574675,574900,575000,585000,592530,598900,599900,599900,611250,619900,637450,649500,649000,649500,649500,647617.5,659000,660000,699000,679000,667900,670000,649900,659940,659700,675000,675000,680000,699500,694990,682500,674620,665000,659900,650000,639250,649000,649450,650000,650000,665000,689000,650000,650000,650000,662450,659900,649900,625000,649900,649900,615335.5,614999,630842
"Lexington","KY","Lexington-Fayette","Fayette County",43,526950,516000,526500,504000,499900,489900,492500,499900,499900,499900,499900,499828.5,501047.5,499500,485000,489000,489000,495000,499000,499000,499000,484475,449900,449900,424500,424500,449900,449950,449900,449950,449900,479000,475000,469000,469000,477500,469000,449900,432400,437500,479950,479450,438250,495000,480000,489000,498700,489450,480000,464500,469000,464000,450000,464000,449000,448500,444900,449925,448000,440000,439900,421900,415000,425000,439000,429000,434500,452400,449450,475000,499450,489500,497500,492250,484900,477250,472500,475000,475000,477000,485000,480695,479900,477450,479900,451500,481950,469900,469950,475000,450000,450000,509000,526450,549900,542450,533450,529900,515000,517000,510000,510000,519000,513500,499000,517000,534950,513100,537500
"Fort Wayne","IN","Fort Wayne","Allen County",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324500,327200,349900,389900,389900,375000,399900,414900,399900,392250,399900,399900,407200,399450,387900,382900,399900,399999,395900,397450,363500,375000,387450,379900,374900,349900,345000,371400,399000,419450,424500,395000,424500,449000,440000,439900,439950,450000,425450,419900,412450,414900
